가평군,594,0.7991560911677268,2.3408239700374533,5,City
가평가평읍,31,0.5097099750242112,1.492537313432836,1,Town
가평북면,135,0,0,0,Town
가평상면,189,0,0,0,Town
가평설악면,-151,2.0981955518254303,6.153846153846154,2,Town
가평조종면,155,1.0245901639344261,3.003003003003003,1,Town
가평청평면,235,0.7064641469445426,2.066115702479339,1,Town
고양시,12242,0.3345168415291508,0.8450109147243151,36,City
덕양구,6338,0.27465446355757817,0.7806870045640163,13,District
고양고양동,489,0.32430679422733905,0.9216589861751152,1,Town
고양관산동,553,0.27346313716910964,0.777000777000777,1,Town
고양능곡동,-337,0.629643621710112,1.7889087656529516,1,Town
고양대덕동,92,0,0,0,Town
고양삼송동,193,0.4510599909788002,1.2820512820512822,1,Town
고양성사1동,433,0.2977519726068185,0.8467400508044031,1,Town
고양원신동,840,0,0,0,Town
고양주교동,543,0,0,0,Town
고양창릉동,72,0.4920049200492005,1.3986013986013985,1,Town
고양행신1동,35,0.3921453290589492,1.1145165784341042,4,Town
고양행주동,689,0,0,0,Town
고양화전동,787,0,0,0,Town
고양화정1동,724,0.27663665158996914,0.7861635220125787,2,Town
고양효자동,387,0,0,0,Town
고양흥도동,838,0.22356860202553153,0.6353240152477764,1,Town
일산동구,2530,0.3675217673119458,0.89025574619618,11,District
고양고봉동,939,0,0,0,Town
고양백석1동,1787,0.21361359436914565,0.5175983436853002,2,Town
고양식사동,-125,0.5812770657133722,1.4074595355383532,2,Town
고양장항1동,1531,0,0,0,Town
고양정발산동,-25,0.41564487302049125,1.0070493454179255,1,Town
고양중산동,42,0.4176847733015893,1.0116337885685383,2,Town
고양풍산동,328,0.5063419327071571,1.226241569589209,2,Town
일산서구,3374,0.39531551119237046,0.8826774549466716,12,District
고양대화동,-1593,0.8470508512861055,1.8915510718789408,3,Town
고양송산동,-733,0.7699563049796924,1.7189514396218306,4,Town
고양송포동,976,0,0,0,Town
고양주엽1동,4760,0.14121501398028638,0.31530821377896895,2,Town
고양탄현동,1362,0.18953034380804365,0.4231908590774439,1,Town
과천시,251,0.6580029610133246,1.5384615384615385,4,City
과천갈현동,-104,0.9175153683824204,2.1459227467811157,1,Town
과천과천동,421,0,0,0,Town
과천문원동,344,0,0,0,Town
과천별양동,-150,0.9552923194497516,2.232142857142857,1,Town
과천부림동,502,0,0,0,Town
과천중앙동,-762,2.0420665713702264,4.773269689737471,2,Town
광명시,2694,0.3498583073855088,0.9645738337425465,11,City
광명하안1동,10619,0.03203618807805297,0.08832361773538244,1,Town
광명학온동,82,0,0,0,Town
광주시,6193,0.21234071128829765,0.6340651501941824,8,City
광주경안동,272,0.2302343785974122,0.6872852233676976,1,Town
광주곤지암읍,361,0.4372540445999126,1.3054830287206267,1,Town
광주광남동,876,0.29809369084703324,0.8900756564307966,2,Town
광주남종면,50,0,0,0,Town
광주남한산성면,89,0,0,0,Town
광주도척면,306,0,0,0,Town
광주송정동,-383,0.4927564797477087,1.4713094654242276,3,Town
광주오포읍,3702,0,0,0,Town
광주초월읍,433,0.22686025408348456,0.6775067750677507,1,Town
광주퇴촌면,487,0,0,0,Town
구리시,2855,0.3519657285941986,0.8782936010037642,7,City
구리갈매동,614,0.3163956210846042,0.7892659826361483,1,Town
구리교문1동,911,0.2569637167231987,0.6414368184733803,1,Town
구리동구동,1553,0,0,0,Town
구리수택1동,-381,0.6004833891282483,1.4986886474334957,4,Town
구리인창동,158,0.4345181194055792,1.0845986984815619,1,Town
군포시,3005,0.28995802857536374,0.794912559618442,8,City
군포광정동,934,0,0,0,Town
군포군포1동,1307,0.2280553718442838,0.625,2,Town
군포궁내동,777,0,0,0,Town
군포금정동,-1388,1.1433144686446006,3.134796238244514,2,Town
군포대야동,746,0,0,0,Town
군포산본1동,-1533,0.9078323233698736,2.4891101431238334,4,Town
군포수리동,627,0,0,0,Town
군포오금동,823,0,0,0,Town
군포재궁동,712,0,0,0,Town
김포시,5464,0.2908030189827263,0.8336539694754392,13,City
김포고촌읍,1097,0,0,0,Town
김포구래동,1402,0,0,0,Town
김포김포본동,1107,0.19551871114065617,0.5605381165919282,1,Town
김포대곶면,340,0,0,0,Town
김포마산동,272,0.32675467259181806,0.9363295880149812,1,Town
김포사우동,-1355,0.8687342541916427,2.4906600249066004,2,Town
김포양촌읍,383,0.3547105561861521,1.0172939979654119,1,Town
김포운양동,-308,0.40456347600938586,1.1594202898550725,2,Town
김포월곶면,-331,1.807337791433219,5.181347150259067,1,Town
김포장기동,493,0.24172689695182384,0.693000693000693,1,Town
김포장기본동,1379,0,0,0,Town
김포통진읍,-88,0.7550018875047189,2.1645021645021645,2,Town
김포풍무동,1052,0.16117334192924493,0.4618937644341801,1,Town
김포하성면,21,1.2097749818533752,3.472222222222222,1,Town
남양주시,7503,0.28310807367604507,0.7758252841460103,20,City
남양금곡동,-181,0.5188605821615732,1.4224751066856332,1,Town
남양다산1동,922,0.2680222637160394,0.7343941248470012,3,Town
남양별내동,1198,0.2768051153585318,0.7584376185058779,2,Town
남양별내면,73,0.504693650953871,1.3831258644536653,1,Town
남양수동면,328,0,0,0,Town
남양양정동,169,0,0,0,Town
남양오남읍,903,0.18681462384875488,0.5120327700972862,1,Town
남양와부읍,575,0.31576122136440427,0.8654262224145391,2,Town
남양조안면,154,0,0,0,Town
남양진건읍,-1091,0.8096838184688878,2.2197558268590454,2,Town
남양진접읍,1344,0.21432322084936292,0.5871990604815032,2,Town
남양퇴계원읍,1096,0,0,0,Town
남양평내동,371,0.2901157561867185,0.794912559618442,1,Town
남양호평동,-18,0.39278840488628775,1.0764262648008611,2,Town
남양화도읍,1660,0.2608945203454243,0.7147962830593281,3,Town
동두천시,958,0.6376398822491683,1.5527950310559004,6,City
동두보산동,128,0,0,0,Town
동두불현동,1144,0,0,0,Town
동두상패동,206,0,0,0,Town
동두생연1동,-712,1.6330974414806751,3.9787798408488064,3,Town
동두소요동,40,1.160227404571296,2.824858757062147,1,Town
동두송내동,-61,0.7711289327575571,1.8779342723004695,2,Town
동두중앙동,213,0,0,0,Town
부천시,8683,0.3389448887716032,0.9469376712097128,28,City
부천대산동,-821,0.6025040066516443,1.6835016835016834,5,Town
부천범안동,1794,0.2064217816263972,0.5767012687427913,2,Town
부천부천동,1341,0.33014922745080777,0.9222256378727328,3,Town
부천상동,-619,0.5716245569909683,1.5969338869370808,5,Town
부천성곡동,2532,0.11714677319213242,0.32733224222585927,1,Town
부천소사본동,1424,0.17554638813306417,0.4904364884747425,1,Town
부천신중동,4742,0,0,0,Town
부천심곡동,1523,0.1539006109854256,0.4299226139294927,1,Town
부천오정동,1597,0.23308664996212344,0.6512536633018561,2,Town
부천중동,-4830,1.8910294291454912,5.284015852047556,8,Town
성남시,5779,0.38276738694274115,1.0847947929849937,36,City
분당구,1372,0.4927807618390578,1.2205044751830756,24,District
성남구미1동,-320,1.1165698972755693,2.7662517289073305,2,Town
성남구미동,1285,0,0,0,Town
성남금곡동,462,0.3426887358212536,0.8488964346349746,1,Town
성남백현동,-154,0.7107573119158463,1.7605633802816902,2,Town
성남분당동,94,0.37246722288438616,0.9225092250922509,1,Town
성남삼평동,391,0.40170322165983774,0.9950248756218905,1,Town
성남야탑1동,3248,0.25115689143115477,0.6219872492613902,4,Town
성남운중동,215,0.4639294827186268,1.1494252873563218,1,Town
성남정자1동,723,0.3867312507855479,0.9578544061302682,4,Town
성남정자동,809,0,0,0,Town
성남판교동,107,0.41753653444676414,1.0341261633919339,1,Town
수정구,2831,0.21303610535913628,0.7459346561241236,5,District
성남고등동,202,0,0,0,Town
성남단대동,-651,0.6192717364379489,2.1691973969631237,1,Town
성남복정동,-1023,1.74140182847192,6.097560975609756,2,Town
성남산성동,372,0,0,0,Town
성남수진1동,103,0.34295905068934773,1.2004801920768307,1,Town
성남시흥동,93,0,0,0,Town
성남신촌동,-542,2.079002079002079,7.299270072992701,1,Town
성남신흥1동,986,0,0,0,Town
성남양지동,289,0,0,0,Town
성남위례동,1309,0,0,0,Town
중원구,1576,0.3199488081906895,1.026543481448893,7,District
성남금광1동,1982,0.1093039524309199,0.370919881305638,1,Town
성남도촌동,872,0,0,0,Town
성남상대원1동,1660,0,0,0,Town
성남성남동,-2959,1.4813936951884332,4.748338081671415,5,Town
성남은행1동,1119,0,0,0,Town
성남중앙동,447,0,0,0,Town
성남하대원동,148,0.4690651531497725,1.5037593984962407,1,Town
수원시,9042,0.36912194278945454,0.936588688562975,44,City
권선구,6915,0.24279243674582598,0.65478355765733,9,District
수원곡선동,1030,0,0,0,Town
수원구운동,934,0,0,0,Town
수원권선1동,-159,0.40008001600320064,1.0787486515641855,3,Town
수원금곡동,891,0.21790290246666086,0.5875440658049353,1,Town
수원서둔동,702,0.2592352559948153,0.6988120195667366,1,Town
수원세류1동,2008,0,0,0,Town
수원입북동,568,0.5874060150375939,1.5847860538827259,1,Town
수원평동,-133,0.4897999167340142,1.321003963011889,2,Town
수원호매실동,1074,0.21632847315363646,0.5834305717619602,1,Town
영통구,5151,0.3246595133353895,0.7553345502612199,12,District
수원영통1동,10404,0.12107380356380741,0.28169014084507044,4,Town
수원원천동,959,0.254835503682373,0.5927682276229994,1,Town
장안구,2067,0.43428381170901537,1.0394110004330879,12,District
수원송죽동,453,0.5017057997190447,1.2004801920768307,1,Town
수원연무동,687,0,0,0,Town
수원영화동,37,0.4897879218298477,1.1723329425556857,1,Town
수원율천동,1810,0,0,0,Town
수원조원1동,4682,0.1311991603253739,0.31402103940964043,2,Town
수원파장동,-915,0.8413259296651523,2.014098690835851,2,Town
팔달구,-5091,0.6271522725717804,1.8958979662185453,11,District
수원고등동,-656,1.0918222513374822,3.3003300330033003,1,Town
수원매교동,-871,1.6795431642593215,5.076142131979695,1,Town
수원매산동,354,0,0,0,Town
수원우만1동,-993,0.5217845030002609,1.5772870662460567,2,Town
수원인계동,2,0.2620407735443635,0.7917656373713381,1,Town
수원지동,383,0,0,0,Town
수원행궁동,-2753,2.733485193621868,8.264462809917356,3,Town
수원화서1동,-557,0.5938477374401203,1.7953321364452424,3,Town
시흥시,6955,0.3337728008544584,0.7912174859064386,16,City
시흥과림동,-1330,10.141987829614605,24.096385542168676,2,Town
시흥군자동,434,0.4400246413799173,1.0427528675703859,1,Town
시흥능곡동,-185,0.5515415586564447,1.3071895424836601,1,Town
시흥대야동,1539,0,0,0,Town
시흥매화동,-109,0.8030193527664017,1.9047619047619047,1,Town
시흥목감동,1820,0,0,0,Town
시흥배곧동,2963,0,0,0,Town
시흥신천동,791,0.26612731530764316,0.6309148264984228,1,Town
시흥신현동,431,0,0,0,Town
시흥연성동,-5,0.4102227509537679,0.9727626459143969,1,Town
시흥월곶동,656,0,0,0,Town
시흥은행동,-32,0.40565482830659394,0.9615384615384616,2,Town
시흥장곡동,5,0.5772672169947468,1.3679890560875512,1,Town
시흥정왕1동,-887,0.6037067595033506,1.4309563558311473,6,Town
시흥정왕본동,864,0,0,0,Town
안산시,6996,0.3669461063195764,0.837842555419794,24,City
단원구,3602,0.39367883024896905,0.8870490833826139,12,District
안산고잔동,-2903,1.8003420649923485,4.056795131845842,4,Town
안산대부동,307,1.16427989288625,2.6246719160104988,1,Town
안산백운동,827,0,0,0,Town
안산선부1동,1426,0.2881968961194288,0.6493506493506493,2,Town
안산신길동,196,0.43890449438202245,0.9891196834817012,1,Town
안산와동,146,0.514363603631407,1.1587485515643106,2,Town
안산원곡동,-744,1.5506280043417584,3.4965034965034967,1,Town
안산중앙동,1140,0,0,0,Town
안산초지동,1220,0.21095266222259726,0.4752851711026616,1,Town
안산호수동,1987,0,0,0,Town
상록구,3394,0.3436130916587922,0.7938082952966858,12,District
안산반월동,84,0.5480052608505042,1.2658227848101267,1,Town
안산본오1동,556,0.3463963235803524,0.8002133902373967,3,Town
안산부곡동,-1090,0.9004141905276428,2.081165452653486,2,Town
안산사동,361,0.2964456170515519,0.684931506849315,1,Town
안산사이동,1444,0,0,0,Town
안산성포동,197,0.36473720684247,0.8424599831508003,1,Town
안산안산동,-1301,2.1645021645021645,5.0,2,Town
안산월피동,927,0.25415544146800184,0.5871990604815032,1,Town
안산이동,-143,0.4068017248393133,0.9398496240601504,1,Town
안산일동,1108,0,0,0,Town
안산해양동,1251,0,0,0,Town
안성시,1653,0.4864391572711844,1.3953488372093024,9,City
안성고삼면,67,0,0,0,Town
안성공도읍,1121,0.1725446890744703,0.4945598417408506,1,Town
안성금광면,264,0,0,0,Town
안성대덕면,547,0,0,0,Town
안성미양면,-519,1.7674089784376106,5.076142131979695,1,Town
안성보개면,191,0,0,0,Town
안성삼죽면,132,0,0,0,Town
안성서운면,119,0,0,0,Town
안성안성1동,-847,0.6963788300835655,1.996007984031936,4,Town
안성양성면,183,0,0,0,Town
안성원곡면,218,0,0,0,Town
안성일죽면,128,1.3073604392731077,3.7593984962406015,1,Town
안성죽산면,49,2.906554279901177,8.333333333333334,2,Town
안양시,2562,0.37513933746820244,0.9979565651285464,21,City
동안구,4322,0.28329771126926817,0.7035647279549718,9,District
안양갈산동,458,0,0,0,Town
안양관양1동,-602,0.5261773217574323,1.3066202090592336,3,Town
안양귀인동,685,0,0,0,Town
안양달안동,455,0,0,0,Town
안양범계동,630,0,0,0,Town
안양부림동,1108,0,0,0,Town
안양부흥동,718,0,0,0,Town
안양비산1동,778,0.3650234527568396,0.9066183136899365,2,Town
안양신촌동,540,0,0,0,Town
안양평안동,976,0,0,0,Town
안양평촌동,-1514,1.3067624959163673,3.246753246753247,2,Town
만안구,-1760,0.495652712665992,1.4543691673736516,12,District
안양안양1동,1514,0.3613904860340647,1.0252204223908141,10,Town
안양안양9동,601,0,0,0,Town
양주시,3128,0.31101573295300555,0.8299739151055252,7,City
양주광적면,456,0,0,0,Town
양주남면,-75,1.4019346698443853,3.745318352059925,1,Town
양주백석읍,241,0.3759681179036018,1.0030090270812437,1,Town
양주양주1동,437,0.3582688449412439,0.9560229445506692,2,Town
양주은현면,230,0,0,0,Town
양주장흥면,389,0,0,0,Town
양주회천1동,1450,0.2809383340356792,0.7494379215588309,3,Town
양평군,1432,0.6811061163329247,1.8336007334402935,8,City
양평강상면,378,0,0,0,Town
양평강하면,172,0,0,0,Town
양평개군면,190,0,0,0,Town
양평단월면,144,0,0,0,Town
양평서종면,355,0,0,0,Town
양평양동면,-35,2.190580503833516,5.9171597633136095,1,Town
양평양서면,-430,1.5089784216085709,4.056795131845842,2,Town
양평양평읍,-89,0.653851183470642,1.759014951627089,2,Town
양평옥천면,289,0,0,0,Town
양평용문면,218,0.5750761975961814,1.5479876160990713,1,Town
양평지평면,171,1.4708045300779526,3.968253968253968,1,Town
양평청운면,69,2.6845637583892614,7.246376811594203,1,Town
여주시,1371,0.8091051297265225,2.061855670103093,9,City
여주가남읍,141,0.6414779652318943,1.6339869281045751,1,Town
여주강천면,162,0,0,0,Town
여주금사면,116,0,0,0,Town
